tag,engine,file,text,audio_s,proc_s,rtf
L5,whisper,clean/no/con_011_pro_011_spk1.wav,你没有住两个小时但是你自己住两个小时我的意思是两点睡十点起,6.61,0.94,0.142
L5,whisper,clean/no/con_011_pro_011_spk2.wav,你不用管李老师但是你自己是一样的我可以给你解释在十点,6.61,0.98,0.148
L5,whisper,white_0dB/heavy/con_001_pro_001_spk1.wav,,4.39,0.49,0.112
L5,whisper,white_0dB/heavy/con_001_pro_001_spk2.wav,他让你在那边他比较容易玩,4.39,0.65,0.149
L5,whisper,white_0dB/heavy/con_002_pro_002_spk1.wav,,3.18,0.57,0.180
L5,whisper,white_0dB/heavy/con_002_pro_002_spk2.wav,,3.18,0.45,0.140
L5,whisper,white_0dB/heavy/con_003_pro_003_spk1.wav,"因为有一个剪辑的问题,没有炒歌",2.96,0.64,0.215
L5,whisper,white_0dB/heavy/con_003_pro_003_spk2.wav,哦 忘記了沒有 已經,2.96,2.16,0.730
L5,whisper,white_0dB/heavy/con_004_pro_004_spk1.wav,不过真正讲的熬夜之类的熬夜就是晚最晚,4.84,0.75,0.155
L5,whisper,white_0dB/heavy/con_004_pro_004_spk2.wav,谢谢大家,4.84,0.45,0.092
L5,whisper,white_0dB/heavy/con_005_pro_005_spk1.wav,,2.75,0.56,0.203
L5,whisper,white_0dB/heavy/con_005_pro_005_spk2.wav,还有小碗碎碗,2.75,0.54,0.198
L5,whisper,white_0dB/heavy/con_006_pro_006_spk1.wav,,2.57,0.53,0.205
L5,whisper,white_0dB/heavy/con_006_pro_006_spk2.wav,好 飞行一 二 三,2.57,0.62,0.241
L5,whisper,white_0dB/heavy/con_007_pro_007_spk1.wav,因為你可以早上滿了時間避免絕望,2.89,0.65,0.225
L5,whisper,white_0dB/heavy/con_007_pro_007_spk2.wav,,2.89,0.48,0.165
L5,whisper,white_0dB/heavy/con_008_pro_008_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,2.91,0.91,0.312
L5,whisper,white_0dB/heavy/con_008_pro_008_spk2.wav,,2.91,0.51,0.175
L5,whisper,white_0dB/heavy/con_009_pro_009_spk1.wav,两个人的生活空间毕竟也就这么,3.54,0.69,0.195
L5,whisper,white_0dB/heavy/con_009_pro_009_spk2.wav,對 確實是一個很正經的,3.54,2.46,0.695
L5,whisper,white_0dB/heavy/con_010_pro_010_spk1.wav,好 谢谢谢谢谢谢,3.49,0.61,0.174
L5,whisper,white_0dB/heavy/con_010_pro_010_spk2.wav,541,3.49,0.55,0.159
L5,whisper,white_0dB/heavy/con_011_pro_011_spk1.wav,你没有多两秒但是你一个组织也会比较好我会比你组织,4.21,0.96,0.228
L5,whisper,white_0dB/heavy/con_011_pro_011_spk2.wav,,4.21,0.50,0.119
L5,whisper,white_0dB/light/con_001_pro_001_spk1.wav,他让在那个时间段拥有的米包西药那他是怎么管的因为我们公司的,5.94,0.91,0.154
L5,whisper,white_0dB/light/con_001_pro_001_spk2.wav,我可以去看我的妈妈我可以去看我妈妈我可以去看我妈妈,5.94,3.90,0.657
L5,whisper,white_0dB/light/con_002_pro_002_spk1.wav,"哪怕這個地址,你給我刷走一個地址,沒問題沒問題,聽不著",3.83,0.85,0.222
L5,whisper,white_0dB/light/con_002_pro_002_spk2.wav,,3.83,0.44,0.115
L5,whisper,white_0dB/light/con_003_pro_003_spk1.wav,,3.91,0.78,0.201
L5,whisper,white_0dB/light/con_003_pro_003_spk2.wav,,3.91,0.55,0.141
L5,whisper,white_0dB/light/con_004_pro_004_spk1.wav,没没没讲的熬夜所谓的熬夜就是晚睡晚睡嘛,5.79,0.78,0.134
L5,whisper,white_0dB/light/con_004_pro_004_spk2.wav,你做過生意是一個極端的熬夜之類的 熬夜就做壞事這也是極端的,5.79,1.06,0.183
L5,whisper,white_0dB/light/con_005_pro_005_spk1.wav,我都觉得晚最晚我都比较晚最晚,3.83,0.69,0.180
L5,whisper,white_0dB/light/con_005_pro_005_spk2.wav,,3.83,0.69,0.181
L5,whisper,white_0dB/light/con_006_pro_006_spk1.wav,我心疲倦了我心疲倦了,3.60,0.68,0.189
L5,whisper,white_0dB/light/con_006_pro_006_spk2.wav,,3.60,0.65,0.180
L5,whisper,white_0dB/light/con_007_pro_007_spk1.wav,因为你可以早睡早起上班的时间并且绝望,3.67,0.71,0.195
L5,whisper,white_0dB/light/con_007_pro_007_spk2.wav,谢谢大家,3.67,0.46,0.126
L5,whisper,white_0dB/light/con_008_pro_008_spk1.wav,"你聽到我聲音嗎?是的,我聽到你聲音我聽到你聲音好吧",3.73,3.89,1.042
L5,whisper,white_0dB/light/con_008_pro_008_spk2.wav,,3.73,0.44,0.117
L5,whisper,white_0dB/light/con_009_pro_009_spk1.wav,对 个人的生活空间毕竟也就这么小,4.23,0.68,0.161
L5,whisper,white_0dB/light/con_009_pro_009_spk2.wav,感谢观看,4.23,0.48,0.115
L5,whisper,white_0dB/light/con_010_pro_010_spk1.wav,,4.69,0.44,0.094
L5,whisper,white_0dB/light/con_010_pro_010_spk2.wav,"哦,不太一致,我可以一直跑到国外的时间来测试",4.69,0.78,0.166
L5,whisper,white_0dB/light/con_011_pro_011_spk1.wav,那你弄不弄 弄不弄你弄不弄你弄不弄,5.71,0.92,0.160
L5,whisper,white_0dB/light/con_011_pro_011_spk2.wav,1-2-3-4-5-6-7-8-9-10,5.71,0.72,0.126
L5,whisper,white_0dB/no/con_001_pro_001_spk1.wav,它在那个时间段拥有乳房是药那它是怎么环接我们的工资的,6.87,0.89,0.130
L5,whisper,white_0dB/no/con_001_pro_001_spk2.wav,好好好好,6.87,0.62,0.091
L5,whisper,white_0dB/no/con_002_pro_002_spk1.wav,打发这个东西是一种刷狗屏的东西没问题没问题真不着急,4.22,0.92,0.218
L5,whisper,white_0dB/no/con_002_pro_002_spk2.wav,好好好好好,4.22,0.66,0.156
L5,whisper,white_0dB/no/con_003_pro_003_spk1.wav,"因為有一個剪輯機能問題,沒有好歌詞",4.48,0.69,0.155
L5,whisper,white_0dB/no/con_003_pro_003_spk2.wav,喔 媽咪 再說一次,4.48,2.41,0.538
L5,whisper,white_0dB/no/con_004_pro_004_spk1.wav,就是如果生育生育的狀況比較好就大概是一和平的就大概是一和平的,6.35,5.36,0.844
L5,whisper,white_0dB/no/con_004_pro_004_spk2.wav,就是在讲的熬夜所谓的熬夜就是晚睡完,6.35,0.72,0.113
L5,whisper,white_0dB/no/con_005_pro_005_spk1.wav,我觉得晚最晚去上铁好 我先表晚最晚,4.48,0.72,0.162
L5,whisper,white_0dB/no/con_005_pro_005_spk2.wav,,4.48,0.73,0.162
L5,whisper,white_0dB/no/con_006_pro_006_spk1.wav,那是不見了謝謝,4.22,1.71,0.405
L5,whisper,white_0dB/no/con_006_pro_006_spk2.wav,保费早期论点这是网费网费,4.22,0.75,0.178
L5,whisper,white_0dB/no/con_007_pro_007_spk1.wav,因为你可以早睡早醒上班的时间必定越晚,4.14,0.69,0.167
L5,whisper,white_0dB/no/con_007_pro_007_spk2.wav,大家可以去看一看我给大家看一看,4.14,2.92,0.705
L5,whisper,white_0dB/no/con_008_pro_008_spk1.wav,愿意配贝勒森?要不就给你下班的时间继续写吧,4.22,0.98,0.232
L5,whisper,white_0dB/no/con_008_pro_008_spk2.wav,谢谢大家,4.22,0.45,0.106
L5,whisper,white_0dB/no/con_009_pro_009_spk1.wav,那你个人的生活空间其实也就这么紧,4.65,0.68,0.146
L5,whisper,white_0dB/no/con_009_pro_009_spk2.wav,,4.65,0.54,0.117
L5,whisper,white_0dB/no/con_010_pro_010_spk1.wav,,5.42,0.63,0.117
L5,whisper,white_0dB/no/con_010_pro_010_spk2.wav,"哦,不太一致,不一致你是怎麼突出國外的時間來複製",5.42,0.88,0.162
L5,whisper,white_0dB/no/con_011_pro_011_spk1.wav,,6.61,0.85,0.128
L5,whisper,white_0dB/no/con_011_pro_011_spk2.wav,你没有过两岛三岛四岛你过两岛我的意思是两点所以十天,6.61,0.97,0.146
L5,whisper,white_5dB/heavy/con_001_pro_001_spk1.wav,哦 它让你在那个地方 让它从远的结构通出的,4.39,0.77,0.176
L5,whisper,white_5dB/heavy/con_001_pro_001_spk2.wav,哦 它在那種時間段 它從遠處,4.39,0.62,0.141
L5,whisper,white_5dB/heavy/con_002_pro_002_spk1.wav,打牌给你你给我发过去你给我打过去,3.18,0.75,0.235
L5,whisper,white_5dB/heavy/con_002_pro_002_spk2.wav,,3.18,0.50,0.156
L5,whisper,white_5dB/heavy/con_003_pro_003_spk1.wav,"因为有一个填字性的问题,没有炒歌",2.96,0.65,0.218
L5,whisper,white_5dB/heavy/con_003_pro_003_spk2.wav,哦 忘記帶紀錄器,2.96,0.56,0.188
L5,whisper,white_5dB/heavy/con_004_pro_004_spk1.wav,路过分应该讲的熬夜所谓的熬夜就是晚睡晚饭,4.84,0.83,0.171
L5,whisper,white_5dB/heavy/con_004_pro_004_spk2.wav,,4.84,0.49,0.102
L5,whisper,white_5dB/heavy/con_005_pro_005_spk1.wav,,2.75,0.53,0.191
L5,whisper,white_5dB/heavy/con_005_pro_005_spk2.wav,,2.75,0.59,0.215
L5,whisper,white_5dB/heavy/con_006_pro_006_spk1.wav,那我明天就回来看你了,2.57,2.21,0.860
L5,whisper,white_5dB/heavy/con_006_pro_006_spk2.wav,好 回家你玩 去玩,2.57,2.18,0.848
L5,whisper,white_5dB/heavy/con_007_pro_007_spk1.wav,因为你可以早上关门闲闭闭结网,2.89,0.67,0.231
L5,whisper,white_5dB/heavy/con_007_pro_007_spk2.wav,,2.89,0.50,0.172
L5,whisper,white_5dB/heavy/con_008_pro_008_spk1.wav,,2.91,0.78,0.268
L5,whisper,white_5dB/heavy/con_008_pro_008_spk2.wav,那你一辈子真大了你一辈子真大了,2.91,0.74,0.254
L5,whisper,white_5dB/heavy/con_009_pro_009_spk1.wav,"哎,各位,中國明天地震也就要正常了",3.54,3.72,1.050
L5,whisper,white_5dB/heavy/con_009_pro_009_spk2.wav,对你个人的生活空间毕竟也就这么低,3.54,0.74,0.210
L5,whisper,white_5dB/heavy/con_010_pro_010_spk1.wav,,3.49,0.54,0.155
L5,whisper,white_5dB/heavy/con_010_pro_010_spk2.wav,哦 不太清楚我问,3.49,2.48,0.711
L5,whisper,white_5dB/heavy/con_011_pro_011_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,4.21,0.93,0.221
L5,whisper,white_5dB/heavy/con_011_pro_011_spk2.wav,你没有多两个小时但是你一直会不忘了吗,4.21,0.76,0.180
L5,whisper,white_5dB/light/con_001_pro_001_spk1.wav,它让你在那个时间段拥有的米芒是药那它是怎么环节我们的空气的,5.94,0.92,0.154
L5,whisper,white_5dB/light/con_001_pro_001_spk2.wav,谢谢大家,5.94,0.46,0.078
L5,whisper,white_5dB/light/con_002_pro_002_spk1.wav,打趴這個自己 給我刷抖音的自己沒問題沒問題 聽不著,3.83,1.54,0.402
L5,whisper,white_5dB/light/con_002_pro_002_spk2.wav,,3.83,0.43,0.112
L5,whisper,white_5dB/light/con_003_pro_003_spk1.wav,因為有一個前期性的問題沒有討論,3.91,0.63,0.162
L5,whisper,white_5dB/light/con_003_pro_003_spk2.wav,哦 我的天 超級新鮮因為有一個鹹雞腱,3.91,0.80,0.204
L5,whisper,white_5dB/light/con_004_pro_004_spk1.wav,你不要打我你不要打我你不要打我你不要打我,5.79,6.48,1.119
L5,whisper,white_5dB/light/con_004_pro_004_spk2.wav,没在讲呢熬夜所谓的熬夜就是晚睡完,5.79,0.78,0.134
L5,whisper,white_5dB/light/con_005_pro_005_spk1.wav,,3.83,0.72,0.187
L5,whisper,white_5dB/light/con_005_pro_005_spk2.wav,我都觉得碗最顽皮我都觉得碗最顽皮,3.83,0.73,0.191
L5,whisper,white_5dB/light/con_006_pro_006_spk1.wav,好 最早期还问你原理是碗是碗,3.60,0.73,0.202
L5,whisper,white_5dB/light/con_006_pro_006_spk2.wav,你被淘汰了沒問題,3.60,0.76,0.210
L5,whisper,white_5dB/light/con_007_pro_007_spk1.wav,因为你可以早睡早起上班的时间毕竟也晚,3.67,0.71,0.195
L5,whisper,white_5dB/light/con_007_pro_007_spk2.wav,谢谢大家,3.67,0.46,0.126
L5,whisper,white_5dB/light/con_008_pro_008_spk1.wav,您可以为了身体健康给予比较好的身体健康业务,3.73,0.94,0.251
L5,whisper,white_5dB/light/con_008_pro_008_spk2.wav,"對,你聽到嗎?對,我聽到對,你聽到嗎?對",3.73,0.87,0.234
L5,whisper,white_5dB/light/con_009_pro_009_spk1.wav,那你个余的生活空间必定性就这么多,4.23,0.68,0.160
L5,whisper,white_5dB/light/con_009_pro_009_spk2.wav,那你个人的生活空间毕竟也就这么紧,4.23,0.72,0.171
L5,whisper,white_5dB/light/con_010_pro_010_spk1.wav,我看一遍我看一遍,4.69,0.70,0.149
L5,whisper,white_5dB/light/con_010_pro_010_spk2.wav,"哦,不太一致,我可以一直做出一些额外的体验来做出",4.69,0.87,0.185
L5,whisper,white_5dB/light/con_011_pro_011_spk1.wav,2点睡室到10点,5.71,0.55,0.096
L5,whisper,white_5dB/light/con_011_pro_011_spk2.wav,你没有多两个小时你不要买吗我给你一个这个OK,5.71,0.95,0.167
L5,whisper,white_5dB/no/con_001_pro_001_spk1.wav,它让你在那个时间段拥有的自己你帮是要那它是怎么环节我们的公司的,6.87,0.96,0.139
L5,whisper,white_5dB/no/con_001_pro_001_spk2.wav,,6.87,0.45,0.066
L5,whisper,white_5dB/no/con_002_pro_002_spk1.wav,哪怕这个字是一个刷抖音的字没问题没问题听不着,4.22,0.84,0.199
L5,whisper,white_5dB/no/con_002_pro_002_spk2.wav,,4.22,0.65,0.153
L5,whisper,white_5dB/no/con_003_pro_003_spk1.wav,因为有一个前提性的问题没有讨论,4.48,0.65,0.145
L5,whisper,white_5dB/no/con_003_pro_003_spk2.wav,"哦,我可以在桌椅底下",4.48,2.26,0.506
L5,whisper,white_5dB/no/con_004_pro_004_spk1.wav,没有没有你在讲的熬夜所谓的熬夜就是晚对晚,6.35,0.83,0.131
L5,whisper,white_5dB/no/con_004_pro_004_spk2.wav,其实瀑布也是一种药实在是熬夜所谓的熬夜就是常常睡午,6.35,1.01,0.159
L5,whisper,white_5dB/no/con_005_pro_005_spk1.wav,都觉得晚睡晚起早夜我今天比较晚睡晚,4.48,0.73,0.162
L5,whisper,white_5dB/no/con_005_pro_005_spk2.wav,我觉得晚睡晚起早夜我先聊晚睡晚起,4.48,0.67,0.151
L5,whisper,white_5dB/no/con_006_pro_006_spk1.wav,好 没问题既然你是碗 吃碗,4.22,0.71,0.167
L5,whisper,white_5dB/no/con_006_pro_006_spk2.wav,我被你搞瘋了你居然不相信我,4.22,0.70,0.166
L5,whisper,white_5dB/no/con_007_pro_007_spk1.wav,因为你可以早睡早起上班的时间毕竟也晚,4.14,0.72,0.173
L5,whisper,white_5dB/no/con_007_pro_007_spk2.wav,阿弥陀佛,4.14,0.62,0.151
L5,whisper,white_5dB/no/con_008_pro_008_spk1.wav,因为你可以为了身体健康下班的时间 记住你别玩,4.22,0.78,0.185
L5,whisper,white_5dB/no/con_008_pro_008_spk2.wav,谢谢大家,4.22,0.49,0.117
L5,whisper,white_5dB/no/con_009_pro_009_spk1.wav,那你个人的生活组成毕竟也就这么一样,4.65,0.77,0.166
L5,whisper,white_5dB/no/con_009_pro_009_spk2.wav,那你个人的生活空间毕竟也就这么几,4.65,0.78,0.169
L5,whisper,white_5dB/no/con_010_pro_010_spk1.wav,我還不信你跟他講什麼我還不信你跟他講什麼我還不信你跟他講什麼,5.42,4.36,0.805
L5,whisper,white_5dB/no/con_010_pro_010_spk2.wav,哦 不太意思 我可以给你解释你是怎么拖出额外的时间来做这个,5.42,0.96,0.177
L5,whisper,white_5dB/no/con_011_pro_011_spk1.wav,你不用多两个小时但是你个子的时间只要两个小时我可以去吃你的意思是两点睡到十点,6.61,1.17,0.177
L5,whisper,white_5dB/no/con_011_pro_011_spk2.wav,你没有多两个小时但是你我把你关了吗我去给你解释两个小时,6.61,1.07,0.161
